Jun 01
934.34.621.37:4253 -> 1
238.57.887.96:4049 -> 1
85.40.404.95:4284 -> 1
25.20.595.18:6693 -> 1
487.68.748.85:5773 -> 1
31.52.404.13:4753 -> 1
285.84.766.30:6496 -> 1
891.60.703.3:5699 -> 1
629.43.949.40:4456 -> 1
741.47.292.94:6129 -> 1
726.43.655.93:4734 -> 1
708.34.501.56:4229 -> 1
82.64.569.91:5768 -> 1
797.14.583.23:6614 -> 1
721.38.975.90:6591 -> 1
950.41.483.60:4265 -> 1
16.97.275.64:6634 -> 1
868.95.99.54:6877 -> 1
281.53.25.9:5570 -> 1
510.97.939.31:4860 -> 1
839.70.68.51:4235 -> 1
439.71.993.2:5996 -> 1
319.9.697.72:4457 -> 1
626.59.552.56:6417 -> 1
421.33.655.30:4948 -> 1
600.92.470.71:4242 -> 1
442.38.438.7:5201 -> 1
351.87.40.94:5056 -> 1
241.6.506.4:6463 -> 1
729.89.112.90:4007 -> 1
892.36.686.11:4594 -> 1
447.40.204.49:6466 -> 1
898.67.669.25:5591 -> 1
524.33.973.36:5644 -> 1
691.2.936.59:5760 -> 1
856.22.781.78:4460 -> 1
916.70.488.76:4647 -> 1
227.35.627.33:5622 -> 1
588.92.660.32:4455 -> 1
380.69.15.80:4442 -> 1
761.44.493.51:6055 -> 1
306.75.428.65:4464 -> 1
666.9.921.3:4619 -> 1
732.34.85.71:5469 -> 1
91.36.897.89:4559 -> 1
90.8.879.33:6334 -> 1
798.27.521.59:5637 -> 1
915.2.209.61:6322 -> 1
963.80.909.18:4012 -> 1
224.47.452.5:6036 -> 1
511.66.393.67:5723 -> 1
622.42.469.7:5565 -> 1
176.96.857.89:6951 -> 1
302.18.488.76:4140 -> 1
543.48.951.6:6248 -> 1
12.30.355.13:5589 -> 1
484.61.592.86:4311 -> 1
723.37.624.45:4726 -> 1
486.38.538.73:6795 -> 1
534.68.607.14:4778 -> 1
292.44.50.4:6078 -> 1
879.64.292.81:4804 -> 1
865.39.538.75:5177 -> 1
745.42.820.95:5556 -> 1
951.78.53.67:5981 -> 1
821.13.331.87:4123 -> 1
713.70.273.64:6189 -> 1
559.88.274.39:4501 -> 1
330.37.81.44:6155 -> 1
608.74.185.16:5888 -> 1
727.68.921.79:5733 -> 1
634.50.337.96:5727 -> 1
472.21.827.75:6052 -> 1
157.67.752.66:6119 -> 1
901.35.311.34:5085 -> 1
840.3.558.12:6623 -> 1
709.88.612.20:6148 -> 1
138.44.256.58:4715 -> 1
158.89.136.98:6170 -> 1
911.83.604.16:4538 -> 1
94.39.156.92:6686 -> 1
393.38.412.8:4219 -> 1
783.28.828.9:5814 -> 1
702.26.74.28:6558 -> 1
246.81.877.29:6905 -> 1
196.96.599.85:6871 -> 1
318.9.556.68:5667 -> 1
839.31.322.25:4518 -> 1
78.58.857.39:6940 -> 1
243.87.88.34:6514 -> 1
Jun 09
753.88.859.29:4816 -> 1
216.95.707.81:6937 -> 1
669.72.110.69:5352 -> 1
445.64.187.67:5329 -> 1
527.49.334.5:6798 -> 1
180.46.633.34:4502 -> 1
955.68.471.91:5066 -> 1
565.44.323.58:4348 -> 1
240.23.768.98:4990 -> 1
797.73.194.74:5025 -> 1
866.65.615.72:6393 -> 1
547.96.984.32:6273 -> 1
796.32.734.70:5549 -> 1
868.53.758.75:6949 -> 1
759.65.718.4:4935 -> 1
546.72.947.17:6445 -> 1
286.27.402.12:5043 -> 1
609.89.11.26:4075 -> 1
319.35.165.3:6616 -> 1
506.75.224.70:4968 -> 1
490.40.392.20:5152 -> 1
990.61.658.97:6411 -> 1
90.42.280.68:6763 -> 1
89.28.796.29:6179 -> 1
56.40.938.15:6865 -> 1
116.66.594.51:5322 -> 1
960.35.98.9:6560 -> 1
748.86.495.76:5114 -> 1
449.8.349.57:5047 -> 1
112.24.466.35:5639 -> 1
346.23.827.83:4313 -> 1
11.53.997.62:5940 -> 1
75.94.27.1:5943 -> 1
503.66.671.18:6090 -> 1
955.69.425.62:5932 -> 1
184.49.79.90:5748 -> 1
521.42.450.8:5941 -> 1
776.64.788.6:5721 -> 1
118.38.991.1:4994 -> 1
604.55.166.55:6365 -> 1
541.20.515.51:5342 -> 1
510.39.136.23:6616 -> 1
557.37.713.38:4369 -> 1
774.70.380.43:6158 -> 1
594.59.22.60:5886 -> 1
988.55.608.43:6007 -> 1
763.86.476.34:4423 -> 1
631.67.806.74:6488 -> 1
329.8.693.53:4621 -> 1
148.6.817.90:4317 -> 1
600.64.836.1:4763 -> 1
315.6.93.30:5864 -> 1
275.13.885.69:5581 -> 1
40.65.346.87:5476 -> 1
546.16.239.43:5126 -> 1
737.88.306.17:5836 -> 1
161.56.260.59:6721 -> 1
170.29.672.57:5515 -> 1
711.66.507.55:5248 -> 1
83.31.632.32:6318 -> 1
864.68.731.87:5688 -> 1
570.49.930.86:5170 -> 1
737.28.574.3:5029 -> 1
792.20.470.8:6857 -> 1
634.8.813.87:5718 -> 1
21.1.417.20:4709 -> 1
717.35.698.55:4634 -> 1
21.94.948.92:6320 -> 1
860.12.687.92:6362 -> 1
87.85.76.31:6705 -> 1
991.55.705.86:6189 -> 1
584.58.312.6:6091 -> 1
135.22.7.57:6958 -> 1
756.21.492.64:4968 -> 1
128.76.62.85:6011 -> 1
485.93.395.60:6219 -> 1
54.56.302.46:5716 -> 1
659.40.153.92:4598 -> 1
12.29.696.8:5309 -> 1
66.64.621.43:4301 -> 1
983.9.192.39:4286 -> 1
611.61.627.65:4615 -> 1
155.8.599.28:6987 -> 1
41.48.791.96:5834 -> 1
194.66.738.87:5864 -> 1
72.41.478.10:6541 -> 1
541.90.966.28:4784 -> 1
173.75.142.47:6621 -> 1
943.44.566.54:4963 -> 1
352.43.924.11:5817 -> 1
243.77.585.39:5115 -> 1
43.36.716.40:6821 -> 1
602.98.953.97:4938 -> 1
705.14.545.33:4757 -> 1
333.25.166.55:5203 -> 1
970.40.438.80:6021 -> 1
189.46.505.85:4708 -> 1
836.54.760.90:6679 -> 1
919.33.250.47:6147 -> 1
75.34.275.83:5120 -> 1
114.10.60.50:4275 -> 1
58.52.98.17:6621 -> 1
57.8.793.56:5350 -> 1
40.52.183.81:6009 -> 1
191.58.625.18:5410 -> 1
113.88.799.36:5948 -> 1
553.16.679.57:6531 -> 1
815.90.249.29:4743 -> 1
183.38.205.49:4441 -> 1
721.20.25.24:4194 -> 1
122.76.697.5:6372 -> 1
288.31.654.76:4481 -> 1
Jun 10
82.93.231.33:6060 -> 1
965.39.84.14:4836 -> 1
190.63.598.23:4573 -> 1
443.39.948.5:5207 -> 1
345.88.642.72:4477 -> 1
796.51.137.94:4571 -> 1
690.41.205.70:6355 -> 1
473.23.915.80:5328 -> 1
986.32.894.70:5339 -> 1
822.47.746.93:6637 -> 1
997.21.797.48:5757 -> 1
106.25.28.62:5342 -> 1
11.48.152.13:5436 -> 1
39.45.38.10:5242 -> 1
481.98.728.74:5653 -> 1
605.3.453.80:4328 -> 1
22.97.310.50:6224 -> 1
374.35.721.72:6127 -> 1
859.13.808.90:6738 -> 1
413.93.391.3:6004 -> 1
955.20.473.19:4530 -> 1
239.83.862.1:6547 -> 1
32.20.99.28:6057 -> 1
80.45.727.20:5883 -> 1
673.20.193.97:4834 -> 1
975.33.495.43:6300 -> 1
64.57.883.91:5873 -> 1
493.33.338.13:5344 -> 1
856.93.549.83:4153 -> 1
548.60.200.47:4816 -> 1
31.98.889.65:5102 -> 1
680.40.530.63:4894 -> 1
474.10.568.30:5414 -> 1
914.86.167.14:5907 -> 1
307.89.533.84:5425 -> 1
980.67.892.7:6611 -> 1
970.13.554.10:4106 -> 1
375.58.92.89:6394 -> 1
603.53.162.68:5890 -> 1
514.9.465.82:6008 -> 1
592.84.703.55:4313 -> 1
52.1.828.70:4670 -> 1
796.49.232.5:4823 -> 1
498.4.818.66:5043 -> 1
277.29.805.18:6939 -> 1
540.3.498.51:4962 -> 1
114.45.574.5:5370 -> 1
631.58.126.22:5914 -> 1
892.57.506.70:4694 -> 1
803.86.380.72:4868 -> 1
57.93.210.50:6803 -> 1
809.8.483.49:4569 -> 1
220.80.647.34:4752 -> 1
761.80.283.51:6063 -> 1
519.84.242.22:6598 -> 1
143.61.114.19:4696 -> 1
759.78.671.98:4802 -> 1
738.20.483.38:4165 -> 1
50.92.942.90:4163 -> 1
584.35.606.23:4939 -> 1
894.8.638.89:5653 -> 1
962.74.881.73:6883 -> 1
313.74.670.73:6434 -> 1
495.34.295.40:5076 -> 1
631.81.621.90:6965 -> 1
875.52.894.29:6276 -> 1
942.49.996.1:4272 -> 1
343.9.364.51:5066 -> 1
733.97.156.41:6178 -> 1
972.3.402.78:4518 -> 1
176.20.92.27:4149 -> 1
932.87.912.36:6692 -> 1
345.30.527.66:5127 -> 1
602.7.59.65:4874 -> 1
367.86.93.12:5038 -> 1
217.61.691.50:5875 -> 1
35.3.368.10:4904 -> 1
915.50.758.42:5333 -> 1
265.49.77.84:6689 -> 1
433.92.209.36:5894 -> 1
986.83.259.49:6350 -> 1
993.48.549.23:5682 -> 1
743.79.319.15:5596 -> 1
838.56.939.33:5693 -> 1
407.52.377.78:5933 -> 1
196.21.512.9:6024 -> 1
926.54.560.5:4904 -> 1
348.13.674.61:6793 -> 1
236.4.305.58:4793 -> 1
652.7.922.61:4977 -> 1
88.86.786.59:4443 -> 1
805.75.978.85:6740 -> 1
29.1.921.62:5172 -> 1
76.51.363.72:6322 -> 1
779.26.641.33:6557 -> 1
610.35.426.68:5339 -> 1
422.2.896.56:5339 -> 1
168.68.84.31:5219 -> 1
165.57.98.55:5978 -> 1
395.89.112.25:4562 -> 1
31.80.233.37:6386 -> 1
95.61.487.58:5871 -> 1
681.17.274.47:4294 -> 1
995.73.745.37:4533 -> 1
472.18.520.35:4866 -> 1
864.18.667.65:4051 -> 1
238.37.624.79:6644 -> 1
782.69.726.26:4952 -> 1
564.84.995.96:5799 -> 1
7.53.616.98:6672 -> 1
366.48.76.10:5289 -> 1
Jun 11
462.86.724.17:5335 -> 1
278.54.777.64:6904 -> 1
987.16.613.17:5478 -> 1
493.30.386.11:4386 -> 1
114.80.386.53:5918 -> 1
618.8.487.26:6336 -> 1
995.76.743.73:5852 -> 1
429.32.256.98:5965 -> 1
115.91.226.88:6290 -> 1
991.88.549.85:4823 -> 1
176.76.226.16:5625 -> 1
68.34.928.21:6011 -> 1
510.69.425.83:5170 -> 1
511.42.37.90:6688 -> 1
479.4.658.1:4537 -> 1
570.67.321.51:6077 -> 1
25.41.368.77:6425 -> 1
534.88.406.57:6628 -> 1
796.15.412.7:5208 -> 1
46.93.950.29:5012 -> 1
671.85.503.34:5189 -> 1
619.85.505.29:4044 -> 1
147.60.747.27:4353 -> 1
997.68.290.67:5491 -> 1
662.14.221.97:6125 -> 1
907.41.332.15:6179 -> 1
980.70.241.73:5609 -> 1
726.11.568.89:6640 -> 1
992.90.529.76:5504 -> 1
60.68.379.70:6457 -> 1
332.51.188.30:5282 -> 1
713.5.666.71:6746 -> 1
502.67.10.93:5569 -> 1
565.55.501.4:4444 -> 1
423.85.36.85:5686 -> 1
615.57.384.32:4627 -> 1
972.95.102.28:4477 -> 1
162.25.226.12:5667 -> 1
879.10.629.4:6363 -> 1
796.41.842.49:4886 -> 1
423.97.652.47:6193 -> 1
454.14.851.66:5794 -> 1
583.78.563.92:5562 -> 1
994.52.458.77:5972 -> 1
405.34.719.77:4430 -> 1
427.6.828.53:6151 -> 1
668.95.315.55:4987 -> 1
67.50.788.43:6534 -> 1
215.56.471.97:4645 -> 1
626.7.282.80:6581 -> 1
394.85.531.41:4215 -> 1
267.4.693.13:5207 -> 1
636.24.372.58:4751 -> 1
37.96.556.63:6474 -> 1
22.22.629.20:5624 -> 1
229.14.808.32:6089 -> 1
39.34.131.26:4106 -> 1
206.41.153.85:5202 -> 1
568.79.101.67:4222 -> 1
868.15.308.78:4968 -> 1
912.47.140.1:6948 -> 1
552.95.931.11:5735 -> 1
995.41.850.75:5035 -> 1
24.47.21.20:5623 -> 1
567.62.92.64:4358 -> 1
884.67.928.26:6553 -> 1
64.39.551.67:4269 -> 1
523.64.11.42:5830 -> 1
542.7.327.11:4042 -> 1
813.50.280.69:6458 -> 1
792.9.206.32:6714 -> 1
242.20.340.80:5937 -> 1
653.32.328.63:4581 -> 1
237.79.98.90:5253 -> 1
413.37.697.38:5643 -> 1
111.46.587.10:6877 -> 1
370.5.36.80:4545 -> 1
770.41.191.55:6330 -> 1
688.45.729.53:4851 -> 1
617.42.160.63:5477 -> 1
78.46.494.13:5663 -> 1
804.14.50.86:5265 -> 1
678.83.714.89:4641 -> 1
122.29.667.57:5175 -> 1
139.85.108.76:4105 -> 1
298.13.545.59:6626 -> 1
7.2.391.18:4700 -> 1
948.67.652.61:5444 -> 1
680.63.328.53:5423 -> 1
512.84.532.20:4119 -> 1
429.74.377.2:6924 -> 1
363.30.827.39:4904 -> 1
173.5.382.20:5572 -> 1
908.93.383.85:4940 -> 1
518.76.359.81:5914 -> 1
32.40.358.85:4824 -> 1
Jun 12
111.21.461.28:6796 -> 1
208.39.216.12:5898 -> 1
941.54.718.53:4657 -> 1
851.51.83.9:6625 -> 1
494.86.855.92:5108 -> 1
742.74.522.62:5724 -> 1
606.12.116.78:4326 -> 1
219.57.66.83:6007 -> 1
907.2.126.14:6584 -> 1
865.84.29.24:4522 -> 1
245.60.45.64:5059 -> 1
452.42.43.11:6552 -> 1
174.95.177.82:6250 -> 1
103.11.312.22:4317 -> 1
985.66.504.7:5801 -> 1
744.45.280.4:5093 -> 1
68.27.830.80:4339 -> 1
207.68.308.86:5411 -> 1
396.17.335.77:5806 -> 1
107.45.823.97:5873 -> 1
584.83.287.39:6920 -> 1
361.82.588.82:6401 -> 1
392.97.205.11:6924 -> 1
6.56.821.21:5239 -> 1
883.68.933.61:6438 -> 1
394.33.349.46:5358 -> 1
974.60.364.87:6010 -> 1
629.32.888.72:5730 -> 1
509.51.458.18:5735 -> 1
990.37.14.39:5732 -> 1
992.91.778.11:5258 -> 1
685.54.220.87:5361 -> 1
704.66.640.14:4607 -> 1
735.53.410.68:5973 -> 1
449.79.453.86:5552 -> 1
747.14.382.93:4326 -> 1
616.15.606.8:5389 -> 1
974.1.304.44:6522 -> 1
930.64.186.4:5098 -> 1
285.3.583.46:5504 -> 1
82.26.231.37:4126 -> 1
754.72.830.71:4644 -> 1
629.30.210.66:5047 -> 1
803.23.643.74:6832 -> 1
816.39.609.10:5302 -> 1
126.67.25.33:4169 -> 1
118.12.814.36:5785 -> 1
1.65.936.39:6297 -> 1
885.11.446.36:6559 -> 1
436.8.112.55:6538 -> 1
175.58.511.17:5120 -> 1
65.1.164.4:5934 -> 1
957.34.506.63:6276 -> 1
762.75.399.40:6259 -> 1
40.94.342.22:6294 -> 1
648.14.885.50:4454 -> 1
662.24.394.29:4168 -> 1
559.5.419.51:6141 -> 1
471.42.568.78:4054 -> 1
411.13.872.77:5527 -> 1
266.13.896.40:5812 -> 1
513.52.471.39:5298 -> 1
203.69.591.7:6445 -> 1
125.95.240.38:5266 -> 1
116.4.274.11:6283 -> 1
393.79.916.37:4136 -> 1
820.48.720.87:6892 -> 1
290.76.268.62:5287 -> 1
810.45.920.63:5069 -> 1
3.29.13.86:4729 -> 1
361.29.738.42:4090 -> 1
796.41.434.80:4847 -> 1
595.69.155.22:5525 -> 1
820.8.486.31:4444 -> 1
828.71.845.92:5033 -> 1
597.33.482.38:6261 -> 1
481.61.277.12:4980 -> 1
737.16.293.40:4307 -> 1
392.1.877.70:6424 -> 1
385.30.240.68:6616 -> 1
624.19.684.81:6490 -> 1
177.7.994.85:4919 -> 1
582.1.782.67:6119 -> 1
250.19.909.40:6270 -> 1
741.4.808.11:6923 -> 1
69.67.615.15:5930 -> 1
889.32.49.69:5651 -> 1
376.72.937.48:4754 -> 1
209.57.386.48:4237 -> 1
445.94.73.87:4035 -> 1
561.97.306.33:5933 -> 1
146.8.138.86:5447 -> 1
326.71.747.66:6898 -> 1
839.19.549.84:6188 -> 1
346.52.129.71:5573 -> 1
390.47.887.15:6676 -> 1
131.40.214.38:6142 -> 1
814.58.137.47:6349 -> 1
9.95.326.63:5014 -> 1
895.69.219.33:4617 -> 1
16.1.90.43:6031 -> 1
978.61.878.11:6835 -> 1
566.35.854.94:5006 -> 1
90.70.942.90:6252 -> 1
757.4.927.76:5491 -> 1
Jun 13
9.61.622.72:4496 -> 1
288.24.857.85:5146 -> 1
386.94.526.71:5357 -> 1
860.90.201.52:4231 -> 1
587.85.748.77:5962 -> 1
109.18.555.18:4026 -> 1
533.7.248.53:6075 -> 1
390.82.654.56:4135 -> 1
612.5.910.47:4500 -> 1
536.94.836.3:5759 -> 1
537.83.851.40:6946 -> 1
859.45.721.16:6146 -> 1
713.78.547.18:6154 -> 1
521.51.536.9:6197 -> 1
713.78.236.71:4469 -> 1
336.54.577.44:5838 -> 1
139.58.729.28:4663 -> 1
414.83.781.8:5203 -> 1
484.62.4.48:6371 -> 1
555.41.502.33:5343 -> 1
117.74.289.35:4548 -> 1
921.30.671.60:6568 -> 1
208.68.922.10:5612 -> 1
851.19.530.42:6076 -> 1
44.12.270.91:5068 -> 1
295.90.568.32:6917 -> 1
104.56.331.68:4317 -> 1
428.59.187.17:6708 -> 1
433.97.820.44:6499 -> 1
163.6.643.15:4056 -> 1
804.40.498.10:6600 -> 1
922.39.875.50:6847 -> 1
984.62.985.64:5047 -> 1
282.52.651.80:6303 -> 1
260.85.678.34:6084 -> 1
288.5.223.55:5230 -> 1
914.44.403.33:5275 -> 1
879.29.384.1:6114 -> 1
938.90.364.1:6649 -> 1
656.25.818.64:6992 -> 1
611.22.816.83:4606 -> 1
26.23.485.46:5278 -> 1
958.79.408.86:5993 -> 1
123.81.75.82:6391 -> 1
882.28.19.55:6398 -> 1
72.45.591.1:4160 -> 1
805.77.966.57:5610 -> 1
663.55.774.48:4509 -> 1
535.88.300.1:5525 -> 1
518.52.195.32:6075 -> 1
465.33.565.64:4205 -> 1
262.27.297.22:5592 -> 1
633.93.892.95:5613 -> 1
954.11.577.69:4478 -> 1
599.81.279.2:6533 -> 1
860.97.651.53:6519 -> 1
67.48.920.75:4559 -> 1
781.45.18.8:5480 -> 1
719.96.58.44:6878 -> 1
709.44.303.5:6487 -> 1
248.30.853.37:6232 -> 1
731.67.921.17:4599 -> 1
253.51.254.75:6273 -> 1
564.91.155.2:5705 -> 1
608.7.586.33:4737 -> 1
454.87.801.58:6472 -> 1
952.20.113.32:4750 -> 1
460.41.769.19:5160 -> 1
1.93.577.53:4679 -> 1
41.81.3.76:6656 -> 1
226.66.393.25:6368 -> 1
563.21.761.76:4058 -> 1
216.26.923.88:6770 -> 1
261.96.523.52:6407 -> 1
874.89.283.12:5749 -> 1
899.35.863.4:5432 -> 1
751.6.13.76:5747 -> 1
200.73.246.95:5404 -> 1
118.14.921.55:4564 -> 1
190.47.979.96:4153 -> 1
385.63.250.43:6780 -> 1
177.9.261.64:5506 -> 1
638.46.410.45:5462 -> 1
517.32.679.87:4759 -> 1
666.72.990.24:6382 -> 1
727.77.236.66:5432 -> 1
456.14.683.93:5819 -> 1
215.49.359.11:6060 -> 1
335.76.723.40:5896 -> 1
739.68.368.9:4536 -> 1
463.29.220.75:6304 -> 1
677.77.994.32:4072 -> 1
578.28.932.65:4649 -> 1
529.53.863.29:5299 -> 1
909.20.998.62:5337 -> 1
943.12.252.49:6932 -> 1
568.30.352.89:5236 -> 1
949.49.181.12:6782 -> 1
409.91.334.46:4317 -> 1
797.25.368.88:4142 -> 1
361.70.592.85:6119 -> 1
33.10.673.50:6283 -> 1
796.68.272.81:4947 -> 1
Jun 14
231.97.668.48:6940 -> 1
295.83.442.43:5253 -> 1
186.18.402.98:6741 -> 1
559.29.438.46:4025 -> 1
372.89.596.49:5246 -> 1
491.35.849.69:6637 -> 1
422.49.291.9:6133 -> 1
667.64.500.43:4947 -> 1
565.46.313.91:4810 -> 1
959.75.584.57:5431 -> 1
643.50.91.43:4150 -> 1
192.83.199.21:4910 -> 1
851.60.330.66:5407 -> 1
609.97.220.5:5922 -> 1
60.78.478.61:5580 -> 1
889.79.587.11:6173 -> 1
28.19.283.97:6781 -> 1
227.32.46.26:5098 -> 1
717.96.381.14:5816 -> 1
266.30.284.22:6939 -> 1
476.91.223.11:6626 -> 1
100.96.54.77:6260 -> 1
749.64.608.87:6803 -> 1
544.79.510.87:6613 -> 1
374.97.702.55:6743 -> 1
208.66.646.63:5938 -> 1
443.76.913.75:4676 -> 1
194.15.325.45:4174 -> 1
2.75.177.55:4665 -> 1
301.86.367.41:6201 -> 1
815.22.700.60:5497 -> 1
304.83.394.38:6222 -> 1
559.53.911.18:5923 -> 1
696.56.94.91:6043 -> 1
327.58.618.17:6366 -> 1
771.40.570.79:4290 -> 1
281.5.454.31:5996 -> 1
846.83.57.53:6372 -> 1
786.52.995.32:5752 -> 1
505.49.249.67:5470 -> 1
619.39.95.94:5541 -> 1
1.81.892.90:4688 -> 1
160.76.447.79:6694 -> 1
73.49.461.66:4404 -> 1
789.13.87.37:6778 -> 1
525.61.897.82:5180 -> 1
621.76.273.89:6748 -> 1
819.80.901.62:4595 -> 1
511.79.663.20:4706 -> 1
978.59.112.75:4806 -> 1
867.3.473.20:4065 -> 1
734.96.261.29:6473 -> 1
625.64.980.18:5987 -> 1
273.5.997.29:6300 -> 1
596.7.620.41:4935 -> 1
536.76.698.20:4950 -> 1
718.28.477.51:5422 -> 1
580.22.680.31:6016 -> 1
257.32.568.41:4112 -> 1
761.93.693.27:4710 -> 1
485.23.633.7:4718 -> 1
215.82.673.93:5413 -> 1
34.73.419.72:4875 -> 1
291.40.231.28:6626 -> 1
23.42.949.49:6078 -> 1
755.65.784.95:6278 -> 1
361.66.502.58:4627 -> 1
569.7.471.8:6440 -> 1
769.47.952.56:4148 -> 1
29.75.762.18:5591 -> 1
710.84.404.28:5454 -> 1
318.87.980.35:4897 -> 1
388.29.55.78:4182 -> 1
578.35.607.29:4477 -> 1
990.67.570.62:4922 -> 1
33.1.740.27:5925 -> 1
662.83.515.82:4216 -> 1
163.93.839.40:6378 -> 1
124.72.225.19:4295 -> 1
866.79.939.49:6675 -> 1
692.47.56.45:6747 -> 1
895.10.979.73:6859 -> 1
861.2.386.12:6388 -> 1
332.23.304.34:6425 -> 1
8.39.852.13:6441 -> 1
380.50.268.90:6573 -> 1
338.68.652.55:6402 -> 1
603.30.367.57:5520 -> 1
455.55.297.86:6864 -> 1
800.71.972.49:5928 -> 1
455.51.784.8:4527 -> 1
555.19.465.16:5132 -> 1
97.60.616.26:6067 -> 1
168.68.153.9:4975 -> 1
643.85.146.84:6193 -> 1
65.67.177.27:5866 -> 1
42.18.882.88:4307 -> 1
850.3.520.54:6327 -> 1
95.64.210.50:6193 -> 1
976.19.609.69:5888 -> 1
260.29.833.58:5645 -> 1
180.55.209.88:6993 -> 1
791.62.407.84:4942 -> 1
625.80.134.66:4125 -> 1
59.64.890.83:4640 -> 1
994.5.812.45:4547 -> 1
678.1.480.24:5601 -> 1
534.77.415.85:6564 -> 1
265.84.921.23:6499 -> 1
687.16.251.16:4060 -> 1
544.34.787.14:4860 -> 1
448.4.897.17:5510 -> 1
590.72.737.4:4540 -> 1
680.94.190.37:5957 -> 1
Jun 15
580.42.474.88:6648 -> 1
535.60.183.56:5721 -> 1
20.18.703.14:6150 -> 1
37.26.899.30:5209 -> 1
148.13.357.16:5498 -> 1
754.19.714.48:5657 -> 1
355.51.44.90:5421 -> 1
626.84.690.75:6598 -> 1
874.66.45.3:6579 -> 1
246.30.160.10:5546 -> 1
221.16.758.12:5490 -> 1
984.52.181.42:5592 -> 1
349.1.609.8:5888 -> 1
454.8.455.68:5045 -> 1
600.23.819.46:6989 -> 1
106.95.703.17:4576 -> 1
867.57.836.1:6187 -> 1
974.73.986.2:4529 -> 1
710.25.60.24:5900 -> 1
280.77.887.15:5224 -> 1
541.96.671.26:6967 -> 1
641.58.39.78:6951 -> 1
817.40.110.3:4061 -> 1
313.7.917.19:5180 -> 1
106.57.426.86:5908 -> 1
412.24.938.23:4177 -> 1
407.53.787.40:4993 -> 1
445.73.653.46:6652 -> 1
992.44.383.89:6571 -> 1
468.34.115.66:6158 -> 1
973.63.117.55:5088 -> 1
777.63.32.42:5002 -> 1
213.41.96.64:5695 -> 1
462.92.683.56:6907 -> 1
432.55.45.76:4213 -> 1
869.76.580.2:6465 -> 1
70.73.861.73:6461 -> 1
595.67.840.48:6144 -> 1
202.81.758.93:4321 -> 1
826.9.623.76:5200 -> 1
598.50.946.75:6772 -> 1
946.89.949.14:5840 -> 1
441.95.272.93:6568 -> 1
177.70.428.74:6766 -> 1
624.56.621.37:6214 -> 1
150.34.132.47:6136 -> 1
110.17.191.34:5815 -> 1
394.30.619.85:5494 -> 1
865.49.718.76:4703 -> 1
403.24.368.51:6742 -> 1
273.54.942.27:6526 -> 1
353.25.551.46:4235 -> 1
94.79.886.12:6379 -> 1
295.58.91.21:5754 -> 1
709.60.303.23:5821 -> 1
942.97.535.64:6469 -> 1
838.47.18.95:4676 -> 1
591.65.718.5:6219 -> 1
90.16.187.16:6962 -> 1
261.47.957.38:4915 -> 1
105.77.206.82:5334 -> 1
918.64.308.10:4948 -> 1
31.3.18.38:5325 -> 1
505.67.335.95:6761 -> 1
365.97.362.45:4837 -> 1
783.5.564.38:5671 -> 1
63.13.750.1:5543 -> 1
177.81.99.2:5356 -> 1
210.65.198.8:5853 -> 1
706.68.456.33:4084 -> 1
984.49.76.48:5657 -> 1
426.20.451.76:6305 -> 1
283.34.525.83:5514 -> 1
691.90.169.10:6912 -> 1
875.83.366.60:4408 -> 1
33.6.949.24:5867 -> 1
196.73.68.42:6992 -> 1
715.40.461.22:4217 -> 1
650.14.205.5:6089 -> 1
622.13.456.59:5356 -> 1
380.70.223.39:4898 -> 1
44.45.114.90:6349 -> 1
54.3.515.29:6217 -> 1
654.57.943.50:5991 -> 1
663.84.692.85:6876 -> 1
906.38.988.18:4992 -> 1
307.54.439.87:5323 -> 1
266.88.607.57:5603 -> 1
792.22.221.87:4342 -> 1
808.56.157.3:4766 -> 1
550.95.81.93:4914 -> 1
614.10.44.97:4984 -> 1
731.96.995.48:6155 -> 1
893.24.902.92:4157 -> 1
23.38.986.37:6518 -> 1
751.63.555.50:4190 -> 1
974.86.762.77:5452 -> 1
273.18.258.12:4795 -> 1
719.87.708.18:6491 -> 1
436.47.129.98:5522 -> 1
433.34.412.72:6959 -> 1
456.84.980.7:6718 -> 1
860.80.733.34:5666 -> 1
442.73.802.31:5777 -> 1
406.97.931.87:4923 -> 1
529.48.625.56:4546 -> 1
241.17.915.6:4947 -> 1
906.75.886.76:4497 -> 1
633.54.798.94:5764 -> 1
970.76.211.84:5505 -> 1
788.81.805.84:6138 -> 1
343.59.272.33:5054 -> 1
61.48.140.85:6119 -> 1
565.10.798.92:5280 -> 1
757.89.701.88:4631 -> 1
375.43.123.47:5071 -> 1
774.57.609.77:5285 -> 1
148.44.259.90:4843 -> 1
90.62.972.18:5942 -> 1
804.83.948.67:5136 -> 1
127.26.186.18:6632 -> 1
134.98.695.47:4588 -> 1
49.50.720.83:5131 -> 1
680.71.936.2:5201 -> 1
560.55.923.59:4934 -> 1
610.90.268.33:4498 -> 1
578.58.706.30:6429 -> 1
Jun 16
402.40.5.4:5899 -> 1
782.75.868.64:6372 -> 1
193.48.833.47:5708 -> 1
216.65.718.97:4967 -> 1
5.59.404.27:5116 -> 1
378.64.491.94:4309 -> 1
983.63.18.7:4158 -> 1
216.33.648.71:6557 -> 1
247.16.931.49:4985 -> 1
42.16.767.26:4119 -> 1
25.12.765.60:6788 -> 1
532.2.585.69:6484 -> 1
555.96.789.30:5508 -> 1
